valid_loss,valid_auc,valid_acc,valid_f1,epoch,step,train_loss,test_loss,test_auc,test_acc,test_f1
0.6595932245254517,0.8433817904640625,0.7572391907973026,0.6836611787664655,0,7,,,,,
0.590565025806427,0.8665093249402327,0.7911543038476795,0.7575703551127152,1,15,,,,,
0.5153657793998718,0.8873219481575243,0.7945259817532725,0.748618571494943,2,23,,,,,
0.4488523006439209,0.892672654469796,0.8044426814756049,0.7765014863566752,3,31,,,,,
0.4188877046108246,0.8989910524505704,0.8161443871479571,0.78878232183026,4,39,,,,,
0.4025476574897766,0.9014204796837599,0.8197143990479968,0.7959901666182775,5,47,,,,,
,,,,6,49,0.469806969165802,,,,
0.3966490924358368,0.9022278238815283,0.8220944069813566,0.8026088808070097,6,55,,,,,
0.394930362701416,0.9031335982578997,0.824672748909163,0.8085024839311034,7,63,,,,,
0.39345782995224,0.9041903236780426,0.8228877429591432,0.8049510767488535,8,71,,,,,
0.3912779986858368,0.9048482256983638,0.824672748909163,0.8081652507325457,9,79,,,,,
0.3898661434650421,0.9049682155959583,0.8226894089646966,0.8078161355206289,10,87,,,,,
0.38579219579696655,0.9073581221557762,0.8270527568425228,0.8103813141461133,11,95,,,,,
,,,,12,99,0.44647520780563354,,,,
0.38746723532676697,0.906136330151963,0.8238794129313765,0.8086619695553567,12,103,,,,,
0.3861859142780304,0.9072183089039916,0.8250694168980564,0.8091697285038744,13,111,,,,,
0.38586461544036865,0.9078553740013529,0.8298294327647758,0.8158921954188768,14,119,,,,,
0.38590067625045776,0.9072637958569814,0.8250694168980564,0.8107341047548282,15,127,,,,,
0.38395577669143677,0.9087112028408074,0.8278460928203094,0.8142593014474105,16,135,,,,,
0.3828313946723938,0.9089666941851043,0.8276477588258627,0.8132906783545978,17,143,,,,,
,,,,18,149,0.43019068241119385,,,,
0.3827342987060547,0.9088218359943508,0.8302261007536692,0.8145127771802047,18,151,,,,,
0.38307100534439087,0.9091079529278047,0.8270527568425228,0.8132468537920119,19,159,,,,,
0.38342228531837463,0.9087252854528004,0.8282427608092027,0.8145372238207935,20,167,,,,,
0.38219428062438965,0.9098949365487126,0.8278460928203094,0.8139056393084932,21,175,,,,,
0.38100937008857727,0.91004278282676,0.8270527568425228,0.812741437338651,22,183,,,,,
0.38079261779785156,0.9100363107999043,0.8284410948036494,0.8146653619441597,23,191,,,,,
,,,,24,199,0.4475225806236267,,,,
0.3795435130596161,0.910643117244681,0.8294327647758826,0.8159716744230227,24,199,,,,,
0.3790889084339142,0.9109674487347638,0.8282427608092027,0.8138102702220269,25,207,,,,,
0.3802747130393982,0.9108566184906393,0.8262594208647362,0.8093605406520248,26,215,,,,,
0.3792693316936493,0.9109602721096971,0.8290360967869893,0.8149438146566195,27,223,,,,,
0.3780948221683502,0.9114910460223464,0.8290360967869893,0.8152669951403896,28,231,,,,,
0.3774082362651825,0.91227112995637,0.8304244347481158,0.8171861062567376,29,239,,,,,
0.3782631456851959,0.9112446872992714,0.8250694168980564,0.8134654990608602,30,247,,,,,
,,,,31,249,0.429155170917511,,,,
0.378415584564209,0.9122989127126312,0.8298294327647758,0.8161197949315904,31,255,,,,,
0.37813708186149597,0.911989966347193,0.8312177707259024,0.8169920578427803,32,263,,,,,
0.37753888964653015,0.91127197831514,0.8278460928203094,0.8149854450633852,33,271,,,,,
0.3774009644985199,0.9118832067581558,0.8302261007536692,0.8157420193005321,34,279,,,,,
0.377233624458313,0.9125344471558878,0.8302261007536692,0.8162952609088241,35,287,,,,,
0.37599366903305054,0.9126818588515282,0.8312177707259024,0.816665420785339,36,295,,,,,
,,,,37,299,0.4223136901855469,,,,
0.37554988265037537,0.9131430847790822,0.8314161047203491,0.8168741935292197,37,303,,,,,
0.3749944567680359,0.9134149333719312,0.833201110670369,0.8177284373980765,38,311,,,,,
0.3742009401321411,0.9137215191949213,0.8345894486314954,0.8204367143948612,39,319,,,,,
0.3759934604167938,0.9131954445163284,0.8328044426814756,0.8186789389268101,40,327,,,,,
0.3763623833656311,0.9125609570596507,0.832606108687029,0.8193356084066487,41,335,,,,,
0.37601232528686523,0.912996524189781,0.8310194367314557,0.8188281200014826,42,343,,,,,
,,,,43,349,0.4392755627632141,,,,
0.376250684261322,0.9131081189794543,0.8347877826259421,0.8208623967601505,43,351,,,,,
0.3754047155380249,0.9134383355130986,0.8328044426814756,0.8202169471057398,44,359,,,,,
0.37424635887145996,0.9138702141219789,0.8322094406981356,0.8181161185755742,45,367,,,,,
0.37358322739601135,0.9140989242530518,0.8314161047203491,0.81770904453631,46,375,,,,,
0.3731383979320526,0.9140811034731249,0.833201110670369,0.8196410609998591,47,383,,,,,
0.3738112449645996,0.9135974717789187,0.8302261007536692,0.8171041360324668,48,391,,,,,
,,,,49,399,0.4040699601173401,,,,
0.374624103307724,0.913491167340537,0.8314161047203491,0.818166823695512,49,399,,,,,
0.3739616572856903,0.913970582439199,0.832011106703689,0.8185284575211662,50,407,,,,,
0.37323197722435,0.9144550748837836,0.8333994446648155,0.8207011482083284,51,415,,,,,
0.3733251094818115,0.9142747985590662,0.8314161047203491,0.8200323556797117,52,423,,,,,
0.37277451157569885,0.9144960137299809,0.832606108687029,0.8188603895852126,53,431,,,,,
0.37264472246170044,0.9143760535554899,0.8341927806426022,0.8206125106913584,54,439,,,,,
0.37361884117126465,0.9143461765978212,0.8333994446648155,0.8193766397940766,55,447,,,,,
,,,,56,449,0.40781253576278687,,,,
0.3731987178325653,0.9143038093237379,0.8330027766759223,0.8195781843725306,56,455,,,,,
0.3724600672721863,0.9144005650976287,0.832011106703689,0.8181778963888552,57,463,,,,,
0.3730894923210144,0.914468839805518,0.8335977786592622,0.8186694450043698,58,471,,,,,
0.3728539049625397,0.9144164747569501,0.8316144387147957,0.8184077142900853,59,479,,,,,
0.3733934164047241,0.914391856939931,0.832606108687029,0.8191597876695191,60,487,,,,,
0.37363043427467346,0.9142540704108696,0.832011106703689,0.8191810397387677,61,495,,,,,
,,,,62,499,0.40986064076423645,,,,
0.3734027147293091,0.9145795735160653,0.833201110670369,0.8193616131293066,62,503,,,,,
0.37332749366760254,0.9144695154253519,0.8304244347481158,0.8159565544772833,63,511,,,,,
0.3728138208389282,0.9144725594590881,0.8316144387147957,0.817873373236998,64,519,,,,,
0.37278422713279724,0.9143958448914499,0.8330027766759223,0.8202636244970263,65,527,,,,,
0.37273699045181274,0.914592865025399,0.8328044426814756,0.8190038741250368,66,535,,,,,
0.3728105425834656,0.914682471028255,0.8333994446648155,0.8187679908338945,67,543,,,,,
,,,,68,549,0.43696463108062744,,,,
0.37202030420303345,0.9147615559579021,0.8330027766759223,0.8198786893422986,68,551,,,,,
0.3721708655357361,0.914745933025641,0.8335977786592622,0.8200281439735903,69,559,,,,,
0.3723832964897156,0.9150814762543249,0.8330027766759223,0.8181318435689606,70,567,,,,,
0.37261146306991577,0.914932522546432,0.8347877826259421,0.8209083228003046,71,575,,,,,
0.37235838174819946,0.914729422359715,0.8349861166203887,0.8210853871204049,72,583,,,,,
0.37210774421691895,0.9149990738610553,0.8339944466481555,0.8194445997939449,73,591,,,,,
,,,,74,599,0.4444204568862915,,,,
0.37181705236434937,0.9152370615967735,0.8341927806426022,0.8198795536520302,74,599,,,,,
0.37143731117248535,0.9154205378328529,0.8345894486314954,0.8210607022357359,75,607,,,,,
0.3717851936817169,0.915158453880506,0.8341927806426022,0.8212311639695292,76,615,,,,,
0.37166544795036316,0.9155498824944655,0.8351844506148354,0.821126272624057,77,623,,,,,
0.3725205659866333,0.9150591087317921,0.833201110670369,0.8185239764445424,78,631,,,,,
0.37273964285850525,0.9149268138841177,0.8333994446648155,0.8187570503832837,79,639,,,,,
0.3721871078014374,0.9148976423806392,0.8324077746925823,0.8189703854578476,80,647,,,,,
,,,,81,649,0.4357592463493347,,,,
0.37150442600250244,0.9152762675956528,0.8347877826259421,0.8209998499057553,81,655,,,,,
0.371148020029068,0.9154299503470796,0.8347877826259421,0.8215560313228875,82,663,,,,,
0.3711802661418915,0.9155103669544212,0.8351844506148354,0.8214508622072539,83,671,,,,,
0.3712728023529053,0.9154496394066541,0.8341927806426022,0.820088697428627,84,679,,,,,
0.37109485268592834,0.9154693049805925,0.8333994446648155,0.8190781570053214,85,687,,,,,
0.3711172938346863,0.9153787154878569,0.8333994446648155,0.8192204544650754,86,695,,,,,
,,,,87,699,0.424437940120697,,,,
0.37122052907943726,0.9152729140941224,0.8345894486314954,0.8210575606021159,87,703,,,,,
0.3711452782154083,0.9152401061105989,0.8337961126537089,0.820653433111995,88,711,,,,,
0.37136656045913696,0.9151074301958605,0.8347877826259421,0.8216790546910953,89,719,,,,,
0.3713808059692383,0.9149939187410985,0.8347877826259421,0.8210336171937698,90,727,,,,,
0.3718006908893585,0.914982773229785,0.8345894486314954,0.8206921779877837,91,735,,,,,
0.3714902698993683,0.9150439549589338,0.8337961126537089,0.8200535243312339,92,743,,,,,
,,,,93,749,0.3998943269252777,,,,
0.3714301288127899,0.9150815172912357,0.8339944466481555,0.8203018856126553,93,751,,,,,
0.37149912118911743,0.9150141760451139,0.8337961126537089,0.8208800176300982,94,759,,,,,
0.3714093565940857,0.9150996155137614,0.8339944466481555,0.8207488737606137,95,767,,,,,
0.3713788390159607,0.9151477758445443,0.8335977786592622,0.8200942397398201,96,775,,,,,
0.37154221534729004,0.9151462599563959,0.8335977786592622,0.8202512223616718,97,783,,,,,
0.3715617060661316,0.9151389233999048,0.8337961126537089,0.8203513558073647,98,791,,,,,
,,,,99,799,0.41012707352638245,,,,
