valid_loss,valid_auc,valid_acc,valid_f1,epoch,step,train_loss,test_loss,test_auc,test_acc,test_f1
0.3717140257358551,0.9151054137853862,0.8335977786592622,0.8200279546829835,99,799,,,,,
0.37157127261161804,0.9151466117190223,0.8339944466481555,0.820689424491466,100,807,,,,,
0.37151065468788147,0.9151906338659112,0.8339944466481555,0.8204661294625163,101,815,,,,,
0.37133413553237915,0.9153105080732189,0.8335977786592622,0.8201082237697515,102,823,,,,,
0.3714730143547058,0.9152186329409207,0.8343911146370487,0.8212669579714202,103,831,,,,,
0.37132325768470764,0.9152442281541834,0.8343911146370487,0.8211825414471465,104,839,,,,,
0.3711753785610199,0.9153227348189455,0.8339944466481555,0.8207548726838421,105,847,,,,,
,,,,106,849,0.4079706072807312,,,,
0.37129873037338257,0.9153079305691605,0.8341927806426022,0.8210112123608606,106,855,,,,,
,,,,107,856,,0.37129873037338257,0.9153079305691605,0.8341927806426022,0.8210112123608606
,,,,107,856,,0.38279321789741516,0.9099310846369164,0.8266560888536295,0.819914887044176
