valid_loss,valid_auc,valid_acc,valid_f1,epoch,step,train_loss,test_loss,test_auc,test_acc,test_f1
0.5503126382827759,0.8576967276836523,0.7669575565251884,0.7667924152521174,0,7,,,,,
0.5158308148384094,0.8763243312819334,0.7794525981753273,0.7219868597227048,1,15,,,,,
0.44497475028038025,0.8837937557965823,0.8028560095200318,0.787939428379069,2,23,,,,,
0.45718616247177124,0.892949469675649,0.7760809202697342,0.712832392999552,3,31,,,,,
0.40885284543037415,0.9019463853641635,0.8193177310591035,0.8035121332739957,4,39,,,,,
0.41426748037338257,0.9029028095074001,0.8203094010313368,0.8008560604461851,5,47,,,,,
,,,,6,49,0.4409068822860718,,,,
0.406250923871994,0.9047301719660209,0.8250694168980564,0.8110757987982932,6,55,,,,,
0.42176926136016846,0.8930941834297832,0.8036493454978183,0.7964509200541564,7,63,,,,,
0.4131593406200409,0.9068596969014493,0.8226894089646966,0.8139655545940346,8,71,,,,,
0.39204859733581543,0.9092285241119192,0.8280444268147561,0.8194813381262323,9,79,,,,,
0.3941599428653717,0.9026155215998618,0.8203094010313368,0.8061020348938617,10,87,,,,,
0.3872738182544708,0.9071430135072227,0.8252677508925029,0.8104831673621761,11,95,,,,,
,,,,12,99,0.43309542536735535,,,,
0.41048943996429443,0.894942638791713,0.810591035303451,0.7931928010180553,12,103,,,,,
0.3806319832801819,0.9107531543022066,0.8296310987703293,0.8146910141458895,13,111,,,,,
0.3835289478302002,0.9090877463957359,0.8270527568425228,0.8057353050554245,14,119,,,,,
0.38814854621887207,0.9076105763458568,0.8256644188813963,0.8071699854359152,15,127,,,,,
0.3973497748374939,0.9060007274949748,0.82130107100357,0.7932667194200417,16,135,,,,,
0.38519489765167236,0.9074634439685554,0.8234827449424832,0.804159657185978,17,143,,,,,
,,,,18,149,0.4218847155570984,,,,
0.384758859872818,0.9105628313147426,0.8266560888536295,0.8153050717986251,18,151,,,,,
0.38978269696235657,0.907818274730992,0.8260610868702896,0.8099817814522657,19,159,,,,,
0.37567779421806335,0.9130695550738149,0.8328044426814756,0.8189713586132694,20,167,,,,,
0.3772694766521454,0.9131402618417783,0.8312177707259024,0.8134252391909851,21,175,,,,,
0.3784291446208954,0.9111212783948779,0.8278460928203094,0.8142978011983841,22,183,,,,,
0.37291204929351807,0.9132310252516601,0.8312177707259024,0.8186150648272814,23,191,,,,,
,,,,24,199,0.4266424775123596,,,,
