valid_loss,valid_auc,valid_acc,valid_f1,epoch,step,train_loss,test_loss,test_auc,test_acc,test_f1
0.689716637134552,0.6174394604021272,0.6075731497418244,0.37891152714694704,0,5,,,,,
0.6876053214073181,0.7103347898765394,0.5699942627653471,0.43405318328905956,1,11,,,,,
0.6421129703521729,0.7476379442064819,0.7733792312105565,0.37621179667692217,2,17,,,,,
0.6159234046936035,0.7916458729879956,0.7951807228915663,0.5026902688098039,3,23,,,,,
0.5849018096923828,0.8134660313874705,0.7908777969018933,0.5496794668920882,4,29,,,,,
0.54139643907547,0.8246817928052224,0.8080895008605852,0.558918738881847,5,35,,,,,
0.5085735321044922,0.8320450426550735,0.8146873207114171,0.5704449192143185,6,41,,,,,
0.4938821494579315,0.8414657024624671,0.8086632243258749,0.5822424087534498,7,47,,,,,
,,,,8,49,0.5662299990653992,,,,
0.46728694438934326,0.8477045573016365,0.8232931726907631,0.5957459549942979,8,53,,,,,
0.45087671279907227,0.852633269057012,0.8241537578886976,0.5989755167496349,9,59,,,,,
0.4298252463340759,0.8562117462902571,0.8336201950659782,0.597725154535927,10,65,,,,,
0.4110420048236847,0.8593097550534365,0.8433734939759037,0.5937682425657138,11,71,,,,,
0.4168599545955658,0.8626268663795988,0.836201950659782,0.5940180022526802,12,77,,,,,
0.3888450562953949,0.8614865921194438,0.8482501434308664,0.5715173469669714,13,83,,,,,
0.38363903760910034,0.8649532975755908,0.8473895582329317,0.5682585428346376,14,89,,,,,
0.38536491990089417,0.864051319443308,0.8433734939759037,0.5708498706458287,15,95,,,,,
,,,,16,99,0.48636364936828613,,,,
0.3705120086669922,0.867222455495625,0.8448078026391279,0.5345861039646451,16,101,,,,,
0.3681061565876007,0.8692482217314808,0.8456683878370626,0.529450722676512,17,107,,,,,
0.36453109979629517,0.8712263939022314,0.8502581755593803,0.542627917729544,18,113,,,,,
0.3615078628063202,0.869877718850988,0.8427997705106138,0.5062502660616022,19,119,,,,,
0.35871636867523193,0.8732069108482859,0.8488238668961561,0.5303818866867561,20,125,,,,,
0.3564406633377075,0.8737123775152822,0.8462421113023523,0.5158153661246607,21,131,,,,,
0.3560483455657959,0.8727050902198514,0.842512908777969,0.4975186711461292,22,137,,,,,
0.3560420572757721,0.870013901150991,0.8473895582329317,0.5265415873012114,23,143,,,,,
,,,,24,149,0.46669116616249084,,,,
0.3579767644405365,0.8705214979865656,0.8413654618473896,0.48365070258357695,24,149,,,,,
0.3556511104106903,0.8739951967350894,0.840504876649455,0.4773052503544451,25,155,,,,,
0.35350146889686584,0.8744837183646728,0.8416523235800344,0.48687477181453076,26,161,,,,,
0.35556015372276306,0.8734421072674675,0.8407917383820999,0.48368061600920553,27,167,,,,,
0.3523288071155548,0.8735809558598321,0.8471026965002869,0.5164502729722441,28,173,,,,,
0.3546694815158844,0.8747877741795272,0.8436603557085485,0.48989139778228913,29,179,,,,,
0.35165703296661377,0.8763249490167442,0.8445209409064831,0.4957779777944832,30,185,,,,,
0.34923169016838074,0.8743946552868798,0.851118760757315,0.5358047966671857,31,191,,,,,
0.35250866413116455,0.8758370293877413,0.8485370051635112,0.5172111409560655,32,197,,,,,
,,,,33,199,0.4228615164756775,,,,
0.3498208820819855,0.8769839936420286,0.8493975903614458,0.5289048683196703,33,203,,,,,
0.34888920187950134,0.8769550860641699,0.8485370051635112,0.5266370969834923,34,209,,,,,
0.34950608015060425,0.8763373708310516,0.8476764199655766,0.521066316486407,35,215,,,,,
0.3490372896194458,0.8783300206197234,0.8450946643717728,0.5081093332766694,36,221,,,,,
0.3491092622280121,0.878663873742228,0.8442340791738382,0.504950860087636,37,227,,,,,
0.34981101751327515,0.8792582716510118,0.846815834767642,0.5090889309253449,38,233,,,,,
0.3464452028274536,0.8798355641156794,0.8496844520940906,0.5252077247390611,39,239,,,,,
0.34677445888519287,0.8787051965923558,0.8488238668961561,0.5239031189043333,40,245,,,,,
,,,,41,249,0.40394705533981323,,,,
0.3480442464351654,0.8787417242240227,0.8471026965002869,0.5166749052211377,41,251,,,,,
0.34677737951278687,0.8773958212154053,0.8516924842226047,0.538586105854891,42,257,,,,,
0.3465573787689209,0.8775512867860872,0.8505450372920252,0.5333656375396056,43,263,,,,,
0.3497118055820465,0.8782770926450055,0.8476764199655766,0.5137104778631035,44,269,,,,,
0.3483816087245941,0.8781017829190108,0.8485370051635112,0.521268021211448,45,275,,,,,
0.34647735953330994,0.8776643395790898,0.8514056224899599,0.5387976952457377,46,281,,,,,
0.3459559381008148,0.8786022612506521,0.8496844520940906,0.5327284889745257,47,287,,,,,
0.34680303931236267,0.8792520643667027,0.8485370051635112,0.5232506604383059,48,293,,,,,
,,,,49,299,0.37193939089775085,,,,
0.3453185558319092,0.8791314658848559,0.8499713138267355,0.5348114261458662,49,299,,,,,
0.34352219104766846,0.8794285709305806,0.8514056224899599,0.5437311051339867,50,305,,,,,
0.3433825969696045,0.8804384025778356,0.8496844520940906,0.5352483090393336,51,311,,,,,
0.3433690071105957,0.8810387299371857,0.8493975903614458,0.5314721526917865,52,317,,,,,
0.34457674622535706,0.8816926238742826,0.8462421113023523,0.5141778537744807,53,323,,,,,
0.34364452958106995,0.8813814762624753,0.8471026965002869,0.5190411089162392,54,329,,,,,
0.3420419991016388,0.8805654248968464,0.8505450372920252,0.5381858489795082,55,335,,,,,
0.3421285152435303,0.8793399664229989,0.8519793459552496,0.5471294189495909,56,341,,,,,
